gene_id,pyrEplusFe2,pyrEplusFe3,troRplusFe1,troRplusFe2,troRplusFe3
HVO_RS07805,983,1467,1874,1516,1097
HVO_RS07810,172,208,386,333,256
HVO_RS07815,2941,3742,4690,3082,2566
HVO_RS07820,651,902,1000,818,584
HVO_RS07825,2944,3568,5412,3669,2665
HVO_RS07830,2450,3204,4343,3031,2210
HVO_RS07835,310,314,742,565,382
HVO_RS07840,755,917,1745,1193,919
HVO_RS07845,2306,2912,5091,3759,2596
HVO_RS07850,739,865,832,715,660
HVO_RS07855,513,634,794,497,474
HVO_RS07860,500,560,1165,982,643
HVO_RS07870,274,342,269,181,179
HVO_RS07875,267,321,563,492,356
HVO_RS07880,337,391,528,430,273
HVO_RS07885,445,494,799,563,448
HVO_RS07890,156,187,301,293,152
HVO_RS07895,253,264,298,243,164
HVO_RS07900,121,155,207,1264,151
HVO_RS07905,49,53,110,92,65
HVO_RS07910,649,700,920,863,529
HVO_RS07915,1066,1265,1240,1083,753
HVO_RS07920,1311,1591,1365,1226,879
HVO_RS07925,531,795,1429,1225,750
HVO_RS07930,23,27,35,24,31
HVO_RS07935,403,539,540,424,353
HVO_RS07940,473,484,582,464,292
HVO_RS07945,360,443,724,539,393
HVO_RS07950,364,447,555,399,359
HVO_RS07965,228,309,434,384,272
HVO_RS07970,464,543,1050,805,535
HVO_RS07975,460,636,1350,1339,770
HVO_RS07980,941,1239,2151,2084,1179
HVO_RS07985,139,186,306,228,178
HVO_RS07995,108,156,292,246,105
HVO_RS08000,77,85,184,178,88
HVO_RS08005,458,485,963,885,471
HVO_RS08010,399,588,774,804,313
HVO_RS08020,218,326,580,867,362
HVO_RS08025,381,530,903,727,486
HVO_RS08035,79,100,135,137,74
HVO_RS08040,812,994,1295,1116,685
HVO_RS08045,207,257,553,416,270
HVO_RS08050,1203,1474,2810,2191,1395
HVO_RS08055,426,476,1352,981,671
HVO_RS08060,4260,5689,10562,8018,5265
HVO_RS08065,1039,1155,2505,1830,1321
HVO_RS08070,1430,2377,2921,2154,1598
HVO_RS08075,632,967,1007,731,597
HVO_RS08080,2507,2640,2555,2190,1798
HVO_RS08085,515,578,657,543,393
HVO_RS08090,239,279,402,313,194
HVO_RS08095,77,93,104,84,51
HVO_RS08100,103,107,193,126,112
HVO_RS08105,55,66,236,200,134
HVO_RS08110,53,92,241,237,138
HVO_RS08120,2234,3051,3471,2626,1796
HVO_RS08130,274,386,577,490,277
HVO_RS08135,7695,9143,6383,5816,4514
HVO_RS08140,485,543,767,614,504
HVO_RS08150,482,831,662,411,393
HVO_RS08155,5024,6517,8381,6026,4718
HVO_RS08160,1162,1606,1527,1178,912
HVO_RS08165,2010,2300,2955,2325,1764
HVO_RS08170,1168,1550,1668,1351,1034
HVO_RS08175,459,515,780,571,424
HVO_RS08180,632,705,1069,894,765
HVO_RS08185,3450,4312,7048,4999,3593
HVO_RS08190,261,252,869,758,524
HVO_RS08195,316,441,792,650,512
HVO_RS08200,2683,3384,5112,3601,2378
HVO_RS08205,28912,35753,19043,13314,12395
HVO_RS08210,239,288,495,389,230
HVO_RS08215,83,101,189,143,87
HVO_RS08220,8140,11965,23977,22401,15816
HVO_RS08225,2973,3993,6450,5412,3847
HVO_RS08230,1217,1521,1296,860,645
HVO_RS08235,1034,1143,1922,1505,1095
HVO_RS08240,873,1232,1282,1095,770
HVO_RS08245,1532,1729,2760,2530,1157
HVO_RS08250,170,239,471,594,297
HVO_RS08260,1683,2496,2000,1707,1343
HVO_RS08265,6968,9495,14892,11579,8714
HVO_RS08270,53,115,94,74,87
HVO_RS08275,1130,1131,828,719,469
HVO_RS08280,14,16,33,18,14
HVO_RS08285,13,33,28,31,17
HVO_RS08290,11,27,33,30,18
HVO_RS08295,12,11,40,40,25
HVO_RS08300,6,6,13,10,8
HVO_RS08305,2,5,7,8,0
HVO_RS08310,15,6,16,24,11
HVO_RS08315,204,244,359,342,204
HVO_RS08320,293,347,486,358,263
HVO_RS08325,561,635,1096,801,535
HVO_RS08330,639,828,1726,1253,820
HVO_RS08335,451,611,888,612,444
HVO_RS08340,137,197,258,243,187
HVO_RS08345,349,400,1010,812,559
HVO_RS08350,160,190,495,408,273
HVO_RS08355,384,418,979,835,550
HVO_RS08360,1077,1490,499,419,608
HVO_RS08365,745,887,3054,2274,1393
HVO_RS08370,232,310,381,353,255
HVO_RS08375,4362,5180,8565,5841,4812
HVO_RS08380,1430,1788,3824,3020,2299
HVO_RS08385,4466,6301,7757,6584,4637
HVO_RS08390,525,562,832,664,504
HVO_RS08395,443,494,1159,832,582
HVO_RS08400,2494,2464,10632,8259,4256
HVO_RS08405,801,973,3034,2367,1481
HVO_RS08410,5662,7183,7810,5767,4598
HVO_RS08415,86,122,210,160,110
HVO_RS08420,65,108,41,61,30
HVO_RS08425,165,346,251,211,180
HVO_RS08430,896,1115,1029,829,660
HVO_RS08435,284,389,1238,860,694
HVO_RS08440,48,63,237,239,86
HVO_RS08445,250,308,783,641,393
HVO_RS08450,772,1090,1918,1430,1110
HVO_RS08460,11958,14499,13165,10841,10854
HVO_RS08465,413,436,622,558,453
HVO_RS08470,214,254,604,485,352
HVO_RS08475,220,239,1009,838,510
HVO_RS08485,540,579,1936,1803,1062
HVO_RS08490,456,507,1313,1390,600
HVO_RS08495,264,291,293,269,197
HVO_RS08500,625,817,2306,2014,1051
HVO_RS08505,142,195,522,436,227
HVO_RS08510,222,291,1110,952,499
HVO_RS08515,203,352,1234,1236,639
HVO_RS08520,1161,1209,1544,1274,910
HVO_RS08535,843,1242,883,832,1435
HVO_RS08540,2658,3185,5128,3886,2937
HVO_RS08545,38661,50114,52965,37533,30069
HVO_RS08550,486,673,935,656,539
HVO_RS08555,397,537,804,653,475
HVO_RS08560,1436,1863,2893,2183,1740
HVO_RS08570,104,113,338,252,220
HVO_RS08575,256,353,674,545,450
HVO_RS08585,8562,11124,5148,4168,4057
HVO_RS08600,71,70,63,48,60
HVO_RS08605,1234,1583,1747,1370,1208
HVO_RS08610,1109,1408,2297,1924,1239
HVO_RS08615,291,395,766,698,446
HVO_RS08620,1633,1956,4269,3202,2168
HVO_RS08625,1039,1341,2452,1776,1353
HVO_RS08630,3541,4294,4425,2462,2618
HVO_RS08635,2698,3019,2832,1522,1728
HVO_RS08640,163,184,413,272,227
HVO_RS08645,962,1139,1666,1270,968
HVO_RS08650,657,919,1198,975,691
HVO_RS08655,1768,2173,3641,2810,1916
HVO_RS08660,3779,4351,6528,4694,3517
HVO_RS08665,1214,1664,2128,1646,1338
HVO_RS08670,302,461,766,469,351
HVO_RS08675,345,417,1153,726,547
HVO_RS08680,5710,7286,8653,6525,4556
HVO_RS08685,605,785,928,615,568
HVO_RS08695,5950,7050,13820,9641,6856
HVO_RS08700,66,110,224,140,109
HVO_RS08705,203,285,625,417,372
HVO_RS08710,2352,2792,4583,3591,2565
HVO_RS08715,2223,2287,2737,2200,1632
HVO_RS08720,1844,2592,2802,2030,1651
HVO_RS08725,1701,2073,3372,2676,2042
HVO_RS08730,138,174,283,235,149
HVO_RS08735,6296,8398,20428,17692,10978
HVO_RS08740,7750,9695,22298,18146,11453
HVO_RS08745,5816,7505,11893,9333,6857
HVO_RS08750,9814,12358,16137,12613,9304
HVO_RS08755,1769,2594,2319,1812,1622
HVO_RS08760,164,248,388,387,270
HVO_RS08770,7395,9372,15221,13111,9829
HVO_RS08775,36,39,54,54,26
HVO_RS08780,2,1,5,4,2
HVO_RS08785,775,937,1462,1350,855
HVO_RS08790,542,716,1661,1867,945
HVO_RS08795,188,243,552,375,305
HVO_RS08800,192,252,351,268,187
HVO_RS08805,1176,1614,825,492,535
HVO_RS08810,2200,2961,5065,4046,2738
HVO_RS08815,13225,17708,20026,15463,11318
HVO_RS08830,1379,1990,2314,1941,1475
HVO_RS08835,1727,2184,11,1,14
HVO_RS08840,34,42,61,50,33
HVO_RS08845,49,66,47,29,50
HVO_RS08850,2982,3877,5715,4642,3518
HVO_RS08855,155,204,603,449,295
HVO_RS08860,764,1048,1049,832,679
HVO_RS08865,824,947,2207,1857,1122
HVO_RS08875,700,911,1440,1553,1028
HVO_RS08885,309,389,625,449,359
HVO_RS08890,5160,6167,7591,6435,4475
HVO_RS08895,42,61,54,60,35
HVO_RS08900,2496,3275,2858,2120,1620
HVO_RS08905,161,230,344,226,190
HVO_RS08910,529,643,1143,880,683
HVO_RS08915,209,209,363,299,231
HVO_RS08920,37978,49949,71550,57006,41278
HVO_RS08930,1395,1651,3061,2450,1782
HVO_RS08935,1029,1495,2153,1473,1412
HVO_RS08940,3781,5095,8274,5336,5751
HVO_RS08945,117,195,119,92,74
HVO_RS08950,7359,10107,15081,12359,8681
HVO_RS08955,7383,9183,12692,10940,7377
HVO_RS08960,2586,3053,4315,2748,2476
HVO_RS08965,188,244,834,947,556
HVO_RS08970,243,358,1114,1248,773
HVO_RS08975,1241,1584,4578,3942,3059
HVO_RS08980,497,563,1107,844,657
HVO_RS08990,120,146,115,106,68
HVO_RS08995,228,297,623,461,353
HVO_RS09000,11,14,42,45,28
HVO_RS09005,99,141,239,199,164
HVO_RS09010,28,28,55,49,35
HVO_RS09015,36,54,118,89,63
HVO_RS09020,35,46,59,56,40
HVO_RS09025,20,14,50,32,24
HVO_RS09030,22,27,54,54,21
HVO_RS09035,70,63,154,113,97
HVO_RS09040,202,276,388,314,260
HVO_RS09045,20074,28118,40103,29209,21502
HVO_RS09050,1709,2353,2980,2428,1617
HVO_RS09055,271,392,518,414,305
HVO_RS09060,4,11,31,23,11
HVO_RS09065,750,1078,1983,1792,1256
HVO_RS09070,147,161,383,358,206
HVO_RS09075,231,246,351,342,253
HVO_RS09080,6772,8778,12583,8530,6829
HVO_RS09090,435,574,864,687,495
HVO_RS09095,1010,1367,881,653,415
HVO_RS09100,317,385,291,254,210
HVO_RS09105,253,390,942,807,514
HVO_RS09110,56,78,134,100,68
HVO_RS09120,0,0,1,2,2
HVO_RS09125,2,9,6,6,7
HVO_RS09130,0,0,0,0,0
HVO_RS09140,47,115,78,43,40
HVO_RS09145,237,404,437,387,258
HVO_RS09150,949,1184,713,705,662
HVO_RS09155,684,854,783,634,489
HVO_RS09160,59,68,110,67,65
HVO_RS09165,1069,1384,1864,1612,1158
HVO_RS09170,1800,2174,4075,3455,2211
HVO_RS09185,1271,1874,1786,1214,1013
HVO_RS09190,524,639,1128,859,618
HVO_RS09195,292,341,574,501,343
HVO_RS09200,2488,3152,7214,7132,4387
HVO_RS09205,3130,3598,6075,4893,4003
HVO_RS09210,829,1287,1197,933,807
HVO_RS09215,1754,2557,2839,2133,1801
HVO_RS09220,7202,9308,14390,10867,8827
HVO_RS09225,14651,18067,37891,28102,20592
HVO_RS09230,1370,1830,4084,3162,2224
HVO_RS09235,9511,12404,5355,4745,5082
HVO_RS09240,2871,3494,1834,1466,1665
HVO_RS09245,528,748,781,591,436
HVO_RS09255,78,154,82,122,64
HVO_RS09260,635,741,1103,1007,633
HVO_RS09265,973,1199,3922,3520,2008
HVO_RS09270,588,735,1685,1310,855
HVO_RS09275,32,46,73,54,34
HVO_RS09280,87,107,236,168,123
HVO_RS09285,185,205,426,297,176
HVO_RS09290,110,167,324,270,203
HVO_RS09295,5019,6068,7319,5438,4305
HVO_RS09300,3102,3517,4575,3337,2761
HVO_RS09305,1043,1367,1916,1537,1050
HVO_RS09310,578,826,1440,1198,752
HVO_RS09320,1441,1720,2892,2000,1598
HVO_RS09325,1206,1485,2865,1774,1603
HVO_RS09330,228,293,426,364,282
HVO_RS09335,266,412,1735,1207,680
HVO_RS09340,160,232,246,193,155
HVO_RS09350,1211,1556,2419,2254,1417
HVO_RS09355,27669,35318,45899,32689,24255
HVO_RS09360,5806,7112,13555,9864,6888
HVO_RS09365,505,586,805,684,431
HVO_RS09370,5385,6160,5425,4073,3508
HVO_RS09375,9207,11229,13130,9019,6849
HVO_RS09385,2781,3670,5055,3912,2642
HVO_RS09390,6299,7907,11827,8672,5743
HVO_RS09395,17325,22174,34058,26589,17242
HVO_RS09400,5525,7655,12745,10367,6039
HVO_RS09405,2335,3139,6016,5218,2801
HVO_RS09410,695,828,1977,1489,916
HVO_RS09415,1203,1539,2917,2367,1332
HVO_RS09430,4008,5502,11739,9655,5194
HVO_RS09435,4593,5843,13256,10969,6001
HVO_RS09440,955,1095,1010,762,442
HVO_RS09445,1378,1712,3133,2341,1632
HVO_RS09450,1015,1324,2715,2083,1477
HVO_RS09455,295,369,401,337,271
HVO_RS09460,111,148,186,209,126
HVO_RS09465,6932,9257,10024,7243,5732
HVO_RS09470,474,615,1112,845,645
HVO_RS09475,1155,1416,1837,1475,1025
HVO_RS09480,1223,1654,1395,993,959
HVO_RS09485,6330,7908,8169,6373,5402
HVO_RS09490,5400,7643,6954,6012,4832
HVO_RS09495,81,100,261,184,113
HVO_RS09500,22,27,29,27,23
HVO_RS09505,112,123,68,49,60
HVO_RS09510,885,1250,1755,1266,970
HVO_RS09515,226,258,601,465,322
HVO_RS09520,323,413,829,568,408
HVO_RS09525,1504,1744,2762,2164,1528
HVO_RS09530,1634,1889,1958,1423,1096
HVO_RS09540,3759,4594,9150,6715,4644
HVO_RS09545,764,828,1102,805,695
HVO_RS09550,146,217,241,172,155
HVO_RS09555,344,431,1002,849,563
HVO_RS09560,2172,2714,5206,4133,2885
HVO_RS09570,765,925,1565,1290,915
HVO_RS09575,635,1068,1034,836,617
HVO_RS09580,142,133,227,195,142
HVO_RS09585,1762,2288,3478,3030,2006
HVO_RS09590,70,70,67,47,54
HVO_RS09595,6138,8358,9577,7457,5397
HVO_RS09600,80,107,189,175,135
HVO_RS09605,1131,1481,3364,2757,2145
HVO_RS09610,3372,4138,5817,4366,3116
HVO_RS09615,307,379,849,776,403
HVO_RS09620,790,993,2248,1927,1119
HVO_RS09625,117,157,308,221,164
HVO_RS09635,65,121,92,76,56
HVO_RS09640,121,124,156,147,119
HVO_RS09645,490,659,890,716,552
HVO_RS09650,1575,1893,3618,2782,1969
HVO_RS09655,102,97,215,180,139
HVO_RS09660,220,306,962,887,498
HVO_RS09665,1113,1399,3136,2645,1743
HVO_RS09670,334,385,745,595,424
HVO_RS09675,302,341,747,577,359
HVO_RS09680,4142,5153,8655,6351,5623
HVO_RS09685,1543,2015,2962,2342,1784
HVO_RS09690,123,146,377,375,237
HVO_RS09695,932,1112,2300,2297,1354
HVO_RS09700,268,281,571,455,289
HVO_RS09705,1631,2339,3259,2422,1753
HVO_RS09710,945,1167,1084,810,660
HVO_RS09720,326,438,760,538,366
HVO_RS09730,638,875,1350,1066,747
HVO_RS09735,279,318,906,780,464
HVO_RS09740,176,213,277,314,210
HVO_RS09745,18649,24159,20028,17436,17414
HVO_RS09760,261,385,808,580,379
HVO_RS09765,257,293,692,570,346
HVO_RS09770,246,302,1446,1203,664
HVO_RS09780,2675,3500,3057,2467,2092
HVO_RS09785,16,15,39,44,38
HVO_RS09790,883,1080,1610,1263,911
HVO_RS09800,65,81,226,225,100
HVO_RS09805,29,66,145,183,63
HVO_RS09810,94,108,315,360,163
HVO_RS09815,228,297,1162,1121,462
HVO_RS09820,43,87,275,275,117
HVO_RS09825,123,153,471,442,230
HVO_RS09830,1496,1963,4216,3206,1996
HVO_RS09835,314,414,650,493,347
HVO_RS09840,950,1365,1149,972,1023
HVO_RS09845,856,1404,2092,1582,1106
HVO_RS09850,3543,4430,3907,2862,2530
HVO_RS09855,308,383,642,599,353
HVO_RS09860,804,1023,965,724,586
HVO_RS09865,16498,21677,21994,16314,12798
HVO_RS09870,399,445,808,600,392
HVO_RS09880,1543,2010,1741,1358,1273
HVO_RS09885,11248,16606,15204,12045,10819
HVO_RS09890,2016,2506,4164,3089,2324
HVO_RS09895,2460,3107,3841,3407,2556
HVO_RS09900,2574,3364,5116,4090,2658
HVO_RS09915,192,233,382,284,282
HVO_RS09920,4779,6359,6338,4423,3847
HVO_RS09930,478,674,858,657,538
HVO_RS09935,1820,2438,3068,2308,1885
HVO_RS09945,426,594,836,632,448
HVO_RS09950,562,772,1016,707,540
HVO_RS09955,643,794,914,718,544
HVO_RS09960,4780,6307,6812,5354,4268
HVO_RS09965,422,489,962,1112,469
HVO_RS09980,1754,1967,2404,2324,1203
HVO_RS09990,3298,3852,2303,2279,1234
HVO_RS09995,964,1284,1974,1343,1016
HVO_RS10000,1289,1857,4454,3280,2122
HVO_RS10005,122,137,172,155,93
HVO_RS10010,0,0,0,2,0
HVO_RS10020,622,781,1080,826,657
HVO_RS10025,389,466,581,441,265
HVO_RS10030,330,424,404,337,235
HVO_RS10035,1360,1596,2467,2123,1418
HVO_RS10045,708,723,710,669,431
HVO_RS10050,590,701,569,489,382
HVO_RS10055,1083,1452,606,501,387
HVO_RS10060,2210,2909,3730,3072,2901
HVO_RS10065,1768,2697,2792,2353,2276
HVO_RS10070,10659,14237,11971,10064,8931
HVO_RS10075,1420,1924,2718,1912,1802
HVO_RS10080,1095,1358,2107,1783,1644
HVO_RS10085,3785,4758,10839,8176,7080
HVO_RS10090,150,231,324,242,225
HVO_RS10095,5455,6708,9761,7030,6105
HVO_RS10100,194,261,255,187,131
HVO_RS10105,1826,2331,3834,3293,2137
HVO_RS10110,412,546,1191,932,603
HVO_RS10115,363,454,833,663,432
HVO_RS10120,1687,2203,3176,2351,1820
HVO_RS10125,1883,2326,4354,3273,2376
HVO_RS10130,7141,9235,12456,9603,7001
HVO_RS10135,887,1162,1460,1181,787
HVO_RS10140,4614,6027,9573,6676,4589
HVO_RS10145,1202,1696,4242,3056,1850
HVO_RS10150,26351,30071,28001,23282,20241
HVO_RS10155,1260,1351,3248,2625,1763
HVO_RS10160,272,303,414,294,180
HVO_RS10165,162,207,445,389,258
HVO_RS10170,6074,7516,10741,8001,5698
HVO_RS10175,9657,12160,16784,14220,10688
HVO_RS10180,871,924,1299,954,683
HVO_RS10185,30,33,46,55,22
HVO_RS10190,93,126,171,142,112
HVO_RS10195,112,163,265,191,142
HVO_RS10200,1806,2083,4246,3435,3022
HVO_RS10205,1580,2135,4987,4186,2418
HVO_RS10210,538,830,1701,1358,743
HVO_RS10215,2708,3147,8516,6524,3857
HVO_RS10220,1567,2286,4885,3794,2291
HVO_RS10225,19,25,20,14,7
HVO_RS10230,4336,6057,5806,4622,3644
HVO_RS10240,898,1148,1741,1363,1083
HVO_RS10245,13,30,30,21,22
HVO_RS10250,7,4,8,13,6
HVO_RS10255,8,10,21,23,13
HVO_RS10260,4,4,18,12,10
HVO_RS10265,11,19,23,22,16
HVO_RS10270,33,65,126,122,85
HVO_RS10280,510,664,797,588,624
HVO_RS10285,17721,22789,21002,16429,16996
HVO_RS10290,1517,1884,4017,2858,2156
HVO_RS10295,1082,1568,5787,4503,3130
HVO_RS10300,1372,1779,5256,4141,2856
HVO_RS10305,217,349,299,281,198
HVO_RS10310,35,39,60,58,28
HVO_RS10315,432,550,1095,931,642
HVO_RS10320,146,204,398,340,200
HVO_RS10325,1767,2385,2657,2240,1679
HVO_RS10330,795,983,1203,1054,757
HVO_RS10335,1932,2583,3756,3176,1910
HVO_RS10340,201,303,448,337,259
HVO_RS10345,1061,1484,2210,1704,1239
HVO_RS10350,1142,1427,2215,1717,1222
HVO_RS10355,938,1203,2405,1908,1269
HVO_RS10360,464,585,760,598,431
HVO_RS10365,328,409,713,628,402
HVO_RS10370,68,128,63,71,48
HVO_RS10375,973,1422,2214,1691,874
HVO_RS10380,105,162,304,243,167
HVO_RS10385,6376,7891,27002,20515,12513
HVO_RS10390,125,199,314,321,163
HVO_RS10395,764,1105,1511,1197,934
HVO_RS10400,2559,3243,4222,3290,2597
HVO_RS10405,2877,4007,5628,4385,3296
HVO_RS10410,178,241,297,247,220
HVO_RS10415,19278,25749,48144,33847,32507
HVO_RS10420,2061,2566,2566,1994,1642
HVO_RS10425,1231,1534,4537,2916,2916
HVO_RS10440,11,17,16,20,17
HVO_RS10445,29,37,34,40,23
HVO_RS10450,33,64,90,83,64
HVO_RS10455,3942,4874,6382,4320,4065
HVO_RS10460,2288,2551,3416,2215,1956
HVO_RS10465,268,320,551,446,362
HVO_RS10470,1105,1416,2106,1598,1160
HVO_RS10475,92,135,169,158,103
HVO_RS10480,30,52,89,79,62
HVO_RS10485,148,190,319,292,161
HVO_RS10490,1,5,12,6,5
HVO_RS10495,26,56,61,66,34
HVO_RS10500,13,33,49,48,28
HVO_RS10505,868,1006,1601,1319,937
HVO_RS10510,1365,2011,1719,1227,1116
HVO_RS10515,21,25,26,22,23
HVO_RS10520,34,34,92,62,54
HVO_RS10525,6386,8175,9777,7140,5749
HVO_RS10530,34,64,94,73,57
HVO_RS10535,12,26,28,23,15
HVO_RS10540,15,9,28,21,15
HVO_RS10545,11,14,21,17,7
HVO_RS10550,56,74,101,87,78
HVO_RS10560,21,45,81,56,40
HVO_RS10565,3,4,2,6,7
HVO_RS10570,4,3,15,21,6
HVO_RS10575,10,13,36,27,25
HVO_RS10580,71,87,203,208,109
HVO_RS10585,49,60,94,106,62
HVO_RS10590,82,95,177,138,97
HVO_RS10595,42,76,114,82,72
HVO_RS10600,96,125,235,199,114
HVO_RS10605,33215,40013,271564,213995,140440
HVO_RS10615,230,285,628,520,381
HVO_RS10620,178,198,589,523,328
HVO_RS10625,854,1358,925,642,449
HVO_RS10630,250,275,638,538,403
HVO_RS10635,633,823,1437,1037,741
HVO_RS10640,218,234,584,464,350
HVO_RS10645,108,92,94,88,68
HVO_RS10650,2019,2684,2822,2067,1775
HVO_RS10655,627,755,1013,771,614
HVO_RS10660,583,695,1097,864,722
HVO_RS10665,1065,1335,3994,3643,3096
HVO_RS10670,1507,2083,3905,3100,3155
HVO_RS10675,4404,5620,9034,7400,6736
HVO_RS10680,570,621,2036,1557,1330
HVO_RS10685,1221,1483,2945,2048,1818
HVO_RS10690,2181,2768,4929,3713,3003
HVO_RS10695,811,981,762,660,461
HVO_RS10700,554,760,797,646,470
HVO_RS10705,1100,1454,1296,1009,766
HVO_RS10710,2715,3472,4494,3049,2420
HVO_RS10715,2326,2881,6620,4757,3796
HVO_RS10720,45,86,130,110,58
HVO_RS10725,1673,2673,2427,1441,1462
HVO_RS10730,120,177,231,212,178
HVO_RS10735,681,799,1223,1042,744
HVO_RS10740,355,436,719,840,419
HVO_RS10745,1471,1774,2229,2041,1307
HVO_RS10750,2170,2686,2823,2535,1825
HVO_RS10755,1909,2865,2435,2142,1419
HVO_RS10760,381,439,1079,1073,521
HVO_RS10765,298,402,896,759,417
HVO_RS10775,576,738,1969,1501,1068
HVO_RS10780,562,820,1830,1423,936
HVO_RS10785,727,998,1556,1209,895
HVO_RS10790,1522,2083,5190,4051,2975
HVO_RS10795,22,33,76,64,46
HVO_RS10800,5258,7165,12644,9359,6272
HVO_RS10810,7993,10739,17747,13178,9589
HVO_RS10815,1048,1466,4140,3330,2332
HVO_RS10825,10175,15306,11279,8172,8150
HVO_RS10830,37407,46720,53680,42324,37712
HVO_RS10835,1701,2209,3647,2722,2514
HVO_RS10840,265,377,709,620,464
HVO_RS10845,32,46,38,31,24
HVO_RS10850,187,204,483,408,233
HVO_RS10855,274,380,887,741,463
HVO_RS10860,327,351,990,717,543
HVO_RS10865,274,334,654,493,369
HVO_RS10870,1308,1596,2757,2468,1762
HVO_RS10875,2954,3964,5422,4494,3293
HVO_RS10880,191,229,220,194,120
HVO_RS10885,3445,4071,5168,3956,2862
HVO_RS10890,13591,15720,21215,14634,13440
HVO_RS10895,11179,14962,25184,18055,12358
HVO_RS10900,11075,15073,26711,19868,14409
HVO_RS10905,3662,4350,4997,3744,2929
HVO_RS10910,299,420,703,480,395
HVO_RS10915,332,420,1316,950,602
HVO_RS10920,406,558,2077,1990,1010
HVO_RS10925,539,681,1210,932,632
HVO_RS10930,301,412,642,490,330
HVO_RS10935,225,339,699,638,429
HVO_RS10940,110,136,205,177,86
HVO_RS10945,236,251,576,526,243
HVO_RS10965,2250,3155,4569,4850,2761
HVO_RS10975,1129,1603,1399,1107,831
HVO_RS10980,17064,24284,34521,31542,18539
HVO_RS10985,36574,49046,71542,65290,39542
HVO_RS10995,673,772,710,563,437
HVO_RS11000,136,159,256,178,122
HVO_RS11010,5459,6742,8214,6069,6079
HVO_RS11015,772,1063,2272,1774,1224
HVO_RS11020,174,241,469,307,243
HVO_RS11025,409,409,746,752,432
HVO_RS11030,233,256,527,560,309
HVO_RS11040,246,353,500,473,328
HVO_RS11050,555,722,1523,1101,812
HVO_RS11055,260,359,121,103,64
HVO_RS11060,52,74,168,161,78
HVO_RS11065,354,498,846,723,386
HVO_RS11070,1145,1250,2083,1807,1111
HVO_RS11075,355,518,540,455,341
HVO_RS11080,305,315,523,358,324
HVO_RS11090,3860,4971,7742,5845,4417
HVO_RS11095,148,220,208,171,143
HVO_RS11100,32,48,43,59,30
HVO_RS11105,15,13,45,31,17
HVO_RS11110,523,556,744,518,450
HVO_RS11115,697,957,1528,1193,921
HVO_RS11120,487,582,2007,1866,1048
HVO_RS11125,289,345,585,552,329
HVO_RS11130,183,274,584,452,298
HVO_RS11135,636,858,1797,1780,1163
HVO_RS11140,5417,6650,11396,10982,7255
HVO_RS11145,3749,4915,6606,5692,3966
HVO_RS11150,675,1052,1622,1205,871
HVO_RS11155,1509,1972,3253,2574,1641
HVO_RS11160,222,264,436,346,270
HVO_RS11170,1669,2034,1508,1181,1017
HVO_RS11175,6238,8173,8656,5956,4907
HVO_RS11180,4200,5594,6490,4179,3887
HVO_RS11195,3544,3869,5014,3688,2818
HVO_RS11200,31,41,63,61,36
HVO_RS11205,4036,5426,4938,3674,3132
HVO_RS11210,2523,2965,4577,3617,2718
HVO_RS11215,69,90,167,135,64
HVO_RS11220,3331,4483,3555,2403,2208
HVO_RS11225,1120,1308,2092,1674,1306
HVO_RS11230,1360,1887,1591,1157,1261
HVO_RS11235,448,609,1316,1064,674
HVO_RS11240,2882,3549,6196,5388,3068
HVO_RS11245,38620,49843,31399,26485,32239
HVO_RS11250,6518,9815,3389,2485,3409
HVO_RS11255,1653,2252,2786,1901,1625
HVO_RS11260,88,116,145,106,70
HVO_RS11265,18,29,57,40,37
HVO_RS11270,20,31,76,46,37
HVO_RS11275,68,81,126,77,78
HVO_RS11280,2,5,1,2,1
HVO_RS11285,12,12,21,17,7
HVO_RS11290,3589,4516,4414,3331,2789
HVO_RS11295,589,601,1034,988,687
HVO_RS11300,3662,4906,7834,6201,4056
HVO_RS11315,525,842,1529,1116,899
HVO_RS11320,630,823,1410,996,708
HVO_RS11335,2587,3586,3349,2800,2411
HVO_RS11340,2510,3126,4583,3624,2890
HVO_RS11345,287,381,863,812,598
HVO_RS11350,1334,1593,2156,1670,1358
HVO_RS11355,1184,1485,2598,1842,1367
HVO_RS11360,1757,2566,3435,2539,1867
HVO_RS11365,3124,3821,7495,5292,3898
HVO_RS11370,220,264,554,409,291
HVO_RS11375,146,220,638,422,262
HVO_RS11380,30,28,57,37,20
HVO_RS11385,393,389,890,527,422
HVO_RS11390,596,910,1277,1028,753
HVO_RS11395,1879,2674,2547,2063,1608
HVO_RS11400,659,795,1812,1423,962
HVO_RS11405,533,773,1108,878,678
HVO_RS11410,498,659,1213,978,594
HVO_RS11415,57,94,199,149,101
HVO_RS11420,261,390,886,673,387
HVO_RS11425,1060,1150,2206,1749,1224
HVO_RS11430,948,1160,2552,2297,1530
HVO_RS11435,3153,3906,7027,5308,3475
HVO_RS11440,61,74,261,212,127
HVO_RS11445,88,121,444,386,167
HVO_RS11450,281,386,1189,921,526
HVO_RS11455,2189,2909,5543,4076,2407
HVO_RS11460,1167,1452,2149,1786,1271
HVO_RS11465,638,853,935,628,517
HVO_RS11470,232,372,365,305,204
HVO_RS11475,249,309,371,278,298
HVO_RS11480,336,380,754,501,383
HVO_RS11485,6027,7782,9112,7244,5470
