"","ID","strain","name","condition","time","reps","average","sd","sem","CI95"
"1127","idr(10Fe)","SH118","idr","(10Fe)",43.0016666666667,9,0.154408996806665,0.0114416564354386,0.00381388547847952,0.0087948356845689
"1128","idr(10Fe)","SH118","idr","(10Fe)",43.5016666666667,9,0.154891718070051,0.0115134178884404,0.00383780596281345,0.00884999642035903
"1129","idr(10Fe)","SH118","idr","(10Fe)",44.0016666666667,9,0.155356936538831,0.0115829781980806,0.00386099273269352,0.00890346520758449
"1130","idr(10Fe)","SH118","idr","(10Fe)",44.5016666666667,9,0.155805223326186,0.011650387749796,0.00388346258326532,0.00895528077592048
"1131","idr(10Fe)","SH118","idr","(10Fe)",45.0016666666667,9,0.156237135704724,0.0117156970035894,0.00390523233452979,0.00900548191235872
"1132","idr(10Fe)","SH118","idr","(10Fe)",45.5016666666667,9,0.15665321706395,0.0117789563823645,0.00392631879412151,0.00905410737537404
"1133","idr(10Fe)","SH118","idr","(10Fe)",46.0016666666667,9,0.157053996905116,0.01184021616944,0.00394673872314667,0.00910119581614663
"1134","idr(10Fe)","SH118","idr","(10Fe)",46.5016666666667,9,0.157439990870231,0.0118995264147804,0.0039665088049268,0.00914678570648493
"1135","idr(10Fe)","SH118","idr","(10Fe)",47.0016666666667,9,0.15781170080221,0.0119569368494889,0.00398564561649629,0.00919091527309881
"1136","idr(10Fe)","SH118","idr","(10Fe)",47.5016666666667,9,0.158169614833259,0.0120124968081139,0.00400416560270463,0.00923362243787915
"1137","idr(10Fe)","SH118","idr","(10Fe)",48.0016666666667,9,0.158514207498786,0.0120662551583317,0.00402208505277725,0.0092749447638472
"1138","idr(10Fe)","SH118","idr","(10Fe)",48.5016666666667,9,0.158845939874261,0.0121182602375794,0.00403942007919313,0.0093149194064461
"1139","idr(10Fe)","SH118","idr","(10Fe)",49.0016666666667,9,0.159165259732623,0.0121685597962226,0.00405618659874087,0.00935358306985616
"1140","idr(10Fe)","SH118","idr","(10Fe)",49.5016666666667,9,0.159472601719959,0.0122172009468593,0.00407240031561977,0.00939097196802595
"1141","idr(10Fe)","SH118","idr","(10Fe)",50.0016666666667,9,0.159768387547337,0.0122642301193715,0.00408807670645717,0.00942712179012207
"1142","idr(10Fe)","SH118","idr","(10Fe)",50.5016666666667,9,0.16005302619683,0.0123096930213535,0.00410323100711783,0.00946206767011166
"1143","idr(10Fe)","SH118","idr","(10Fe)",51.0016666666667,9,0.160326914139863,0.0123536346035595,0.00411787820118651,0.00949584416020318
"1144","idr(10Fe)","SH118","idr","(10Fe)",51.5016666666667,9,0.16059043556619,0.0123960990300294,0.00413203301000979,0.00952848520788269
"1145","idr(10Fe)","SH118","idr","(10Fe)",52.0016666666667,9,0.160843962621913,0.0124371296525641,0.00414570988418804,0.0095600241362944
"1146","idr(10Fe)","SH118","idr","(10Fe)",52.5016666666667,9,0.161087855655056,0.0124767689892421,0.00415892299641402,0.00959049362772643
"1147","idr(10Fe)","SH118","idr","(10Fe)",53.0016666666667,9,0.161322463467357,0.0125150587066772,0.00417168623555906,0.0096199257099735
"1148","idr(10Fe)","SH118","idr","(10Fe)",53.5016666666667,9,0.161548123571025,0.0125520396057396,0.0041840132019132,0.00964835174536066
